Respondent,InterviewDuration,RandVar,S1,Q01,Q02,Q03,Q04,Q05,Q06Num,Q07Num,Q06,Q06a,Q06b,Q06b_TXT,Q06c,Q07,Q07a,Q07bNum,Q07cNum,Q07b,Q07c,Q07d,Q07d_TXT,Q08,Q08b,Q08b_TXT,Q09Var,Q09varA,Q09varB,Q09varC,Q10Var,Q10varA,Q10varB,Q10varC,Q11Var,Q11varA,Q11varB,Q11varC,Q12Var,Q12varA,Q12varB,Q12varC,Q09,Q10,Q11,Q12,Q12b,Q13,Q14,Q15,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q17_80,Q17_TXT,Q18,Q19,Q20,Q21,Q22,Q23,Q24a,Q24,Q25,Q26,Q26_TXT
498,294,2,Yes,Male,26-39,21-49 miles,03-May,Good knowledge,100,60,Yes,Very sure,,,Question skipped,Yes,Very sure,120,,Yes,Question skipped,,,Option A,,Better choice,1,50%,40%,£5,1,10%,10%,£0.50,3,10%,90%,£5,3,10%,40%,£1,Option A,Option B,Option A,Option B,Quite sure,3,4,5 – Completely agree,Some of it,Not chosen,Not chosen,Chosen,Not chosen,Not chosen,,Yes,Average knowledge,Yes,4,Bachelor’s degree,Full-time employment,Yes,£1501-£2000,10 - Perfectly clear,Chosen,No further comments
499,363,1,Yes,Male,26-39,50+ miles,03-May,Strong knowledge,80,40,Yes,Quite sure,,,Question skipped,Yes,Quite sure,80,,Yes,Question skipped,,,Option A,Chosen,Don't know,3,5%,10%,£5,2,5%,40%,£2.50,2,5%,10%,£1,2,50%,10%,£2.50,Option A,Option A,Option A,Option A,Quite sure,4,4,4,Some of it,Not chosen,Not chosen,Chosen,Not chosen,Not chosen,,No,Strong knowledge,Don’t know,4,Bachelor’s degree,Full-time employment,No,£4001-£5000,8,Chosen,No further comments
501,289,2,Yes,Male,40-55,21-49 miles,0,Strong knowledge,5,20,No,Very sure,,its too expensive already,Very sure,No,Very sure,,10,Question skipped,No,,"i cant afford the water bill as it is, it should be going DOWN not up",Option A,,it dont cost anything,3,5%,10%,£5,2,5%,40%,£2.50,3,10%,90%,£5,4,5%,10%,£5,Option A,Option A,Option A,Option A,Very sure,1 – Completely disagree,1 – Completely disagree,3,Some of it,Chosen,Not chosen,Not chosen,Not chosen,Not chosen,,No,Good knowledge,No,1 – Very unconfident,GCSE’s / O levels,"Not in education, employment or training",No,£0-£500,10 - Perfectly clear,Chosen,No further comments
502,143,1,Yes,Female,18-25,3-10 miles,6+,Strong knowledge,80,60,Yes,Very sure,,,Question skipped,Yes,Very sure,120,,Yes,Question skipped,,,Option B,,Because I love cosmetics but hate that they are damaging the ocean,3,5%,10%,£5,2,5%,40%,£2.50,3,10%,90%,£5,2,50%,10%,£2.50,Option B,Option A,Option B,Option A,Very sure,5 – Completely agree,4,5 – Completely agree,All of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,Yes,Good knowledge,Yes,5 – Very confident,Bachelor’s degree,Full-time employment,Yes,£2001-£2500,10 - Perfectly clear,Chosen,No further comments
503,177,1,Yes,Female,40-55,50+ miles,01-Feb,Strong knowledge,60,80,Yes,Very sure,,,Question skipped,Yes,Unsure,160,,No,Question skipped,,,Option B,Chosen,Don't know,4,10%,10%,£2.50,1,10%,10%,£0.50,2,5%,10%,£1,4,5%,10%,£5,Option B,Option B,Option B,Option A,Unsure,5 – Completely agree,5 – Completely agree,5 – Completely agree,None of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,No,Strong knowledge,No,3,Postgraduate degree,Self-employed,Yes,£1501-£2000,5,Chosen,No further comments
504,538,1,Yes,Male,56-70,11-20 miles,01-Feb,No knowledge,100,5,No,Quite sure,,£100 a year unaffordable,Quite sure,Yes,Very sure,10,,Yes,Question skipped,,,Option A,Chosen,Don't know,2,50%,90%,£1,2,5%,40%,£2.50,2,5%,10%,£1,1,50%,10%,£0.50,Option B,Option B,Option B,Option B,Very sure,4,3,4,Some of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,No,Average knowledge,Yes,5 – Very confident,A level or college equivalent,Retired,No,£1501-£2000,8,Chosen,No further comments
505,405,2,Yes,Female,18-25,21-49 miles,01-Feb,Average knowledge,90,40,Yes,Very sure,,,Question skipped,Yes,Quite sure,80,,Yes,Question skipped,,,Option B,,The price change isn't very significant since the normal price of cosmetics would be high anyway,2,50%,90%,£1,1,10%,10%,£0.50,3,10%,90%,£5,3,10%,40%,£1,Option A,Option B,Option B,Option B,Quite sure,3,5 – Completely agree,4,Some of it,Chosen,Chosen,Not chosen,Not chosen,Not chosen,,Yes,Good knowledge,Yes,4,Bachelor’s degree,Part-time employment,Yes,£1501-£2000,9,Chosen,No further comments
506,1265,1,Yes,Female,26-39,50+ miles,0,Little knowledge,60,80,No,Quite sure,,"don't want to fund researchers salaries, especially potentially biased and fearmongering ones!",Quite sure,No,Quite sure,,40,Question skipped,No,,"unnecessary process without evidence of harm, no ill effects for all the years has been treated without it",Option A,,no reduction in microplastics and poor performance so no reason for extra cost in this context,2,50%,90%,£1,3,5%,40%,£0.50,4,5%,90%,£0.50,2,50%,10%,£2.50,Option A,Option A,Option A,Option A,Quite sure,1 – Completely disagree,1 – Completely disagree,2,None of it,Not chosen,Not chosen,Not chosen,Not chosen,Chosen,noone,No,Good knowledge,Don’t know,3,Bachelor’s degree,"Not in education, employment or training",No,£0-£500,8,,"slightly biased towards the assumption of the existence of harm, no explanation of what harm is suggested is caused"
511,649,2,Yes,Male,26-39,11-20 miles,01-Feb,Little knowledge,10,5,Yes,Quite sure,,,Question skipped,No,Unsure,,2,Question skipped,Yes,,,Option A,,The choice of A makes more sense,3,5%,10%,£5,1,10%,10%,£0.50,4,5%,90%,£0.50,2,50%,10%,£2.50,Option A,Option B,Option B,Option B,Very sure,3,4,2,Some of it,Not chosen,Not chosen,Chosen,Not chosen,Not chosen,,Yes,Good knowledge,No,4,Bachelor’s degree,Part-time employment,Yes,£4001-£5000,9,Chosen,No further comments
512,891,1,Yes,Male,56-70,50+ miles,0,Average knowledge,100,90,Yes,Quite sure,,,Question skipped,Yes,Quite sure,180,,No,Question skipped,,,Option A,,There is no reduction in performance and the price is the same.,3,5%,10%,£5,3,5%,40%,£0.50,1,5%,90%,£2.50,4,5%,10%,£5,Option A,Option B,Option A,Option A,Quite sure,4,4,5 – Completely agree,All of it,Chosen,Chosen,Chosen,Not chosen,Not chosen,,Yes,Average knowledge,Yes,4,A level or college equivalent,Part-time employment,No,£1501-£2000,8,Chosen,No further comments
513,526,2,Yes,Female,40-55,21-49 miles,6+,Good knowledge,5,20,Yes,Very sure,,,Question skipped,Yes,Very sure,40,,Yes,Question skipped,,,Option B,Chosen,Don't know,1,50%,40%,£5,2,5%,40%,£2.50,3,10%,90%,£5,4,5%,10%,£5,Option A,Option A,Option A,Option A,Very sure,4,4,4,All of it,Chosen,Chosen,Not chosen,Not chosen,Not chosen,,Yes,Good knowledge,Yes,4,Bachelor’s degree,Full-time employment,Yes,£4001-£5000,9,Chosen,No further comments
514,390,2,Yes,Male,40-55,21-49 miles,6+,Average knowledge,100,100,No,Very sure,,Because I'm on a low income and I can't afford it,Very sure,No,Very sure,,50,Question skipped,No,,Because I can't afford it,Option A,,Because I can't afford it,2,50%,90%,£1,3,5%,40%,£0.50,1,5%,90%,£2.50,2,50%,10%,£2.50,Option A,Option A,Option A,Option A,Very sure,2,3,4,Some of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,No,Average knowledge,Don’t know,4,Bachelor’s degree,Retired,No,£1501-£2000,10 - Perfectly clear,Chosen,No further comments
515,778,2,Yes,Male,40-55,11-20 miles,03-May,Little knowledge,80,40,Yes,Very sure,,,Question skipped,Yes,Very sure,80,,Yes,Question skipped,,,Option A,,"As a news commentary, the most important point is timeliness. Only when you master the accuracy and timeliness of time can you master the initiative of public opinion",4,10%,10%,£2.50,1,10%,10%,£0.50,3,10%,90%,£5,1,50%,10%,£0.50,Option B,Option A,Option B,Option A,Very sure,5 – Completely agree,5 – Completely agree,5 – Completely agree,All of it,Chosen,Not chosen,Not chosen,Not chosen,Not chosen,,Yes,Good knowledge,Yes,5 – Very confident,Postgraduate degree,Full-time employment,Yes,£2001-£2500,10 - Perfectly clear,,Great survey
516,179,2,Yes,Male,26-39,11-20 miles,01-Feb,Average knowledge,5,20,Yes,Very sure,,,Question skipped,Yes,Quite sure,40,,Yes,Question skipped,,,Option A,,It seems the best product for what I am looking for and it is quite efficient,1,50%,40%,£5,4,5%,10%,£1,3,10%,90%,£5,2,50%,10%,£2.50,Option A,Option B,Option A,Option B,Quite sure,3,3,4,Some of it,Not chosen,Chosen,Not chosen,Not chosen,Not chosen,,Yes,Little knowledge,Yes,4,Bachelor’s degree,Full-time employment,Yes,£2001-£2500,10 - Perfectly clear,Chosen,No further comments
517,1433,2,Yes,Female,26-39,50+ miles,01-Feb,Average knowledge,10,90,Yes,Quite sure,,,Question skipped,Yes,Quite sure,180,,No,Question skipped,,,Option A,,I think it will be cheaper,3,5%,10%,£5,2,5%,40%,£2.50,3,10%,90%,£5,2,50%,10%,£2.50,Option A,Option A,Option A,Option A,Quite sure,4,3,4,Some of it,Chosen,Chosen,Not chosen,Not chosen,Not chosen,,No,Little knowledge,Yes,3,A level or college equivalent,Full-time employment,No,£2501-£3000,7,Chosen,No further comments
519,865,1,Yes,Male,26-39,21-49 miles,03-May,Little knowledge,90,90,No,Very sure,,"My finances are already stretched beyond their limited limit already, hence why I'm reduced to answering bloody pointless questions at 3am",Very sure,No,Very sure,,45,Question skipped,Yes,,,Option A,,"Because there's no a,b,a option",3,5%,10%,£5,1,10%,10%,£0.50,3,10%,90%,£5,3,10%,40%,£1,Option B,Option B,Option B,Option B,Quite sure,1 – Completely disagree,1 – Completely disagree,5 – Completely agree,Some of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,Yes,Little knowledge,No,1 – Very unconfident,Bachelor’s degree,Retired,No,£0-£500,9,,"I studied as a scientist but not sure I have much faith in them anymore. Early scientists insisted the earth was flat and the centre of the universe, now they're causing panic with a bogey virus allegedly causing a death rate that's no higher than averages for the same period in previous years. Too many seem to give answers that have been paid for. Isometimes, 'm now doing the same with these surveys, often giving the answer I think is being sought rather than the one I actually believe in. Do I believe my opinion makes the slightest difference? No, I don't, no further than a few miserly nectar points."
520,442,1,Yes,Male,26-39,11-20 miles,03-May,Good knowledge,40,60,Yes,Very sure,,,Question skipped,Yes,Very sure,120,,Yes,Question skipped,,,Option B,,I think option B is better,2,50%,90%,£1,4,5%,10%,£1,4,5%,90%,£0.50,3,10%,40%,£1,Option B,Option B,Option B,Option B,Very sure,3,4,4,All of it,Chosen,Not chosen,Chosen,Not chosen,Not chosen,,Yes,Good knowledge,Yes,3,Postgraduate degree,Full-time employment,Yes,£3001-£4000,7,Chosen,No further comments
521,366,2,Yes,Male,18-25,11-20 miles,01-Feb,Average knowledge,100,5,Yes,Very sure,,,Question skipped,Yes,Very sure,10,,Yes,Question skipped,,,Option A,Chosen,Don't know,3,5%,10%,£5,3,5%,40%,£0.50,3,10%,90%,£5,3,10%,40%,£1,Option A,Option B,Option A,Option A,Quite sure,5 – Completely agree,3,3,All of it,Chosen,Not chosen,Chosen,Not chosen,Not chosen,,Yes,Average knowledge,No,3,A level or college equivalent,Full-time employment,Yes,£2001-£2500,6,Chosen,No further comments
522,261,1,Yes,Male,56-70,50+ miles,01-Feb,Average knowledge,5,5,Yes,Unsure,,,Question skipped,Yes,Quite sure,10,,No,Question skipped,,,Option B,Chosen,Don't know,3,5%,10%,£5,3,5%,40%,£0.50,2,5%,10%,£1,1,50%,10%,£0.50,Option B,Option B,Option B,Option B,Quite sure,4,4,4,Some of it,Chosen,Not chosen,Chosen,Not chosen,Not chosen,,Yes,Average knowledge,Don’t know,4,GCSE’s / O levels,Full-time employment,No,Prefer not to say,10 - Perfectly clear,Chosen,No further comments
523,424,2,Yes,Female,26-39,3-10 miles,01-Feb,Average knowledge,90,10,Yes,Very sure,,,Question skipped,Yes,Very sure,20,,Yes,Question skipped,,,Option A,Chosen,Don't know,2,50%,90%,£1,4,5%,10%,£1,1,5%,90%,£2.50,4,5%,10%,£5,Option B,Option B,Option B,Option B,Very sure,5 – Completely agree,5 – Completely agree,4,Some of it,Chosen,Chosen,Chosen,Not chosen,Not chosen,,Yes,Average knowledge,Yes,4,Postgraduate degree,Full-time employment,Yes,£2501-£3000,8,Chosen,No further comments
524,615,2,Yes,Female,40-55,3-10 miles,6+,Average knowledge,60,20,No,Very sure,,I feel the government should fund it not us,Very sure,Yes,Quite sure,40,,No,Question skipped,,,Option A,,Don't want a product that's 90% less effective,3,5%,10%,£5,4,5%,10%,£1,3,10%,90%,£5,2,50%,10%,£2.50,Option A,Option B,Option B,Option A,Quite sure,1 – Completely disagree,2,3,None of it,Chosen,Not chosen,Chosen,Not chosen,Not chosen,,No,Average knowledge,Don’t know,3,A level or college equivalent,"Not in education, employment or training",No,£501-£1000,8,Chosen,No further comments
525,171,1,Yes,Male,18-25,3-10 miles,03-May,Average knowledge,20,60,Yes,Quite sure,,,Question skipped,Yes,Quite sure,120,,Yes,Question skipped,,,Option A,Chosen,Don't know,2,50%,90%,£1,2,5%,40%,£2.50,4,5%,90%,£0.50,1,50%,10%,£0.50,Option B,Option B,Option B,Option A,Quite sure,5 – Completely agree,5 – Completely agree,5 – Completely agree,Some of it,Not chosen,Not chosen,Chosen,Chosen,Not chosen,,Yes,Average knowledge,Yes,3,A level or college equivalent,Part-time employment,Yes,£2501-£3000,8,Chosen,No further comments
526,318,1,Yes,Female,26-39,50+ miles,01-Feb,Good knowledge,40,90,Yes,Very sure,,,Question skipped,Yes,Very sure,180,,No,Question skipped,,,Option B,,Reduce waste,1,50%,40%,£5,2,5%,40%,£2.50,4,5%,90%,£0.50,2,50%,10%,£2.50,Option B,Option B,Option B,Option A,Very sure,4,4,4,All of it,Chosen,Not chosen,Not chosen,Not chosen,Not chosen,,No,Good knowledge,Yes,5 – Very confident,A level or college equivalent,Full-time employment,No,Prefer not to say,9,Chosen,No further comments
527,466,2,Yes,Male,40-55,50+ miles,03-May,Average knowledge,10,100,Yes,Very sure,,,Question skipped,Yes,Very sure,200,,Yes,Question skipped,,,Option A,Chosen,Don't know,3,5%,10%,£5,4,5%,10%,£1,3,10%,90%,£5,3,10%,40%,£1,Option B,Option B,Option B,Option A,Very sure,3,4,4,None of it,Not chosen,Not chosen,Chosen,Not chosen,Not chosen,,No,Little knowledge,Don’t know,3,Postgraduate degree,Full-time employment,No,£3001-£4000,8,Chosen,No further comments
528,343,1,Yes,Female,40-55,11-20 miles,6+,Average knowledge,10,90,Yes,Very sure,,,Question skipped,No,Quite sure,,45,Question skipped,Yes,,,Option A,Chosen,Don't know,2,50%,90%,£1,3,5%,40%,£0.50,3,10%,90%,£5,2,50%,10%,£2.50,Option B,Option B,Option A,Option B,Quite sure,4,3,4,Some of it,Not chosen,Chosen,Chosen,Chosen,Not chosen,,Yes,Little knowledge,Yes,4,A level or college equivalent,Part-time employment,No,£1001-£1500,9,Chosen,No further comments
529,203,2,Yes,Female,26-39,11-20 miles,01-Feb,Average knowledge,80,80,Yes,Quite sure,,,Question skipped,Yes,Quite sure,160,,Yes,Question skipped,,,Option B,,Because it is more efficient for me and my family,3,5%,10%,£5,4,5%,10%,£1,3,10%,90%,£5,3,10%,40%,£1,Option A,Option A,Option B,Option A,Quite sure,3,5 – Completely agree,4,All of it,Not chosen,Chosen,Not chosen,Not chosen,Not chosen,,Yes,Good knowledge,Yes,3,Bachelor’s degree,Part-time employment,Yes,£1501-£2000,10 - Perfectly clear,Not chosen,
531,583,1,Yes,Male,26-39,11-20 miles,01-Feb,Average knowledge,90,40,Yes,Very sure,,,Question skipped,Yes,Very sure,80,,Yes,Question skipped,,,Option A,,I think that all of us need to pay for the treatment of water pollution,2,50%,90%,£1,4,5%,10%,£1,4,5%,90%,£0.50,1,50%,10%,£0.50,Option A,Option A,Option A,Option A,Very sure,4,3,4,Some of it,Chosen,Chosen,Not chosen,Not chosen,Not chosen,,Yes,Little knowledge,Yes,3,A level or college equivalent,Full-time employment,Yes,£2501-£3000,7,,nothing
532,712,2,Yes,Male,56-70,3-10 miles,0,No knowledge,5,80,No,Very sure,,I don't have the luxury of an extra £5 per month in my pocket,Very sure,No,Very sure,,40,Question skipped,No,,"Regrettably, my money is already accounted for each month",Option A,,I'm sorry but it's all down to a lack of cash flow,4,10%,10%,£2.50,3,5%,40%,£0.50,4,5%,90%,£0.50,2,50%,10%,£2.50,Option A,Option A,Option A,Option A,Very sure,3,3,3,None of it,Chosen,Not chosen,Not chosen,Not chosen,Not chosen,,No,No knowledge,Yes,3,Bachelor’s degree,Retired,Yes,£0-£500,10 - Perfectly clear,Chosen,No further comments
533,515,1,Yes,Female,26-39,50+ miles,01-Feb,Average knowledge,60,60,Yes,Quite sure,,,Question skipped,Yes,Very sure,120,,Yes,Question skipped,,,Option B,,Want the microplastic out of the product but with no less effective results- different ingredients need to be added to ensure efficacy.,3,5%,10%,£5,2,5%,40%,£2.50,4,5%,90%,£0.50,1,50%,10%,£0.50,Option B,Option B,Option B,Option A,Very sure,4,5 – Completely agree,5 – Completely agree,Some of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,No,Good knowledge,Yes,4,GCSE’s / O levels,"Not in education, employment or training",No,Prefer not to say,10 - Perfectly clear,Chosen,No further comments
534,1557,1,Yes,Male,40-55,21-49 miles,01-Feb,Average knowledge,100,5,No,Quite sure,Chosen,Don't know,Quite sure,Yes,Quite sure,10,,No,Question skipped,,,Option B,Chosen,Don't know,3,5%,10%,£5,3,5%,40%,£0.50,1,5%,90%,£2.50,3,10%,40%,£1,Option A,Option A,Option A,Option B,Quite sure,3,4,4,Some of it,Chosen,Not chosen,Chosen,Not chosen,Not chosen,,No,Little knowledge,Don’t know,4,Bachelor’s degree,Self-employed,No,£1001-£1500,8,Chosen,No further comments
535,331,2,Yes,Male,56-70,50+ miles,01-Feb,Average knowledge,20,10,No,Quite sure,Chosen,Don't know,Quite sure,Yes,Very sure,20,,No,Question skipped,,,Option A,Chosen,Don't know,4,10%,10%,£2.50,1,10%,10%,£0.50,2,5%,10%,£1,2,50%,10%,£2.50,Option B,Option B,Option B,Option A,Quite sure,4,4,4,None of it,Chosen,Chosen,Chosen,Not chosen,Not chosen,,No,Average knowledge,No,4,GCSE’s / O levels,"Not in education, employment or training",No,£1501-£2000,10 - Perfectly clear,Chosen,No further comments
536,321,2,Yes,Female,18-25,11-20 miles,03-May,Good knowledge,80,5,No,Very sure,,"i don't want to,",Very sure,Yes,Very sure,10,,Yes,Question skipped,,,Option B,,the money isnt too much and its helpful,2,50%,90%,£1,3,5%,40%,£0.50,2,5%,10%,£1,3,10%,40%,£1,Option A,Option B,Option B,Option B,Quite sure,4,3,3,Some of it,Chosen,Not chosen,Not chosen,Not chosen,Not chosen,,No,Average knowledge,Don’t know,3,GCSE’s / O levels,Student,No,£1501-£2000,6,Not chosen,
537,376,2,Yes,Female,40-55,0-2 miles,6+,Good knowledge,90,100,No,Very sure,,Can’t afford to,Very sure,No,Very sure,,50,Question skipped,No,,Can’t afford to,Option B,,Best for the environment,2,50%,90%,£1,3,5%,40%,£0.50,1,5%,90%,£2.50,2,50%,10%,£2.50,Option B,Option B,Option B,Option B,Very sure,5 – Completely agree,5 – Completely agree,5 – Completely agree,All of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,No,Good knowledge,Yes,5 – Very confident,GCSE’s / O levels,Full-time employment,No,£1001-£1500,10 - Perfectly clear,Chosen,No further comments
538,1035,1,Yes,Female,40-55,3-10 miles,01-Feb,Good knowledge,100,100,Yes,Quite sure,,,Question skipped,Yes,Very sure,200,,Yes,Question skipped,,,Option A,,"Since I usually use it again, I chose it",2,50%,90%,£1,3,5%,40%,£0.50,1,5%,90%,£2.50,4,5%,10%,£5,Option A,Option A,Option A,Option A,Quite sure,4,4,5 – Completely agree,Some of it,Not chosen,Not chosen,Chosen,Not chosen,Not chosen,,Yes,Good knowledge,Yes,5 – Very confident,A level or college equivalent,Self-employed,Yes,£4001-£5000,10 - Perfectly clear,Chosen,No further comments
539,376,2,Yes,Female,40-55,50+ miles,01-Feb,Little knowledge,10,80,Yes,Unsure,,,Question skipped,No,Quite sure,,40,Question skipped,Yes,,,Option A,Chosen,Don't know,3,5%,10%,£5,4,5%,10%,£1,1,5%,90%,£2.50,3,10%,40%,£1,Option B,Option A,Option B,Option A,Unsure,2,3,4,Some of it,Chosen,Not chosen,Not chosen,Not chosen,Not chosen,,No,Little knowledge,Don’t know,2,A level or college equivalent,Full-time employment,Yes,£2501-£3000,5,Chosen,No further comments
